bimodal
Ganser - \Phi_1 = [0.3, 0.5] \Phi_2 = [0.2, 0.4] \pi = [0.3, 0.7]
300
0.000960 0.996123 0.001000
0.000858 1.027458 0.001000
0.000980 1.014144 0.001000
0.001036 1.063107 0.001000
0.000935 0.994681 0.001000
0.000969 1.059692 0.001000
0.000867 1.021643 0.001000
0.000992 1.068595 0.001000
0.000931 1.063658 0.001000
0.000839 1.126698 0.001000
0.001128 1.145201 0.001000
0.000903 1.083502 0.001000
0.001061 0.990766 0.001000
0.000885 1.031555 0.001000
0.001158 1.031745 0.001000
0.001001 1.090759 0.001000
0.001130 0.985996 0.001000
0.001075 1.000941 0.001000
0.000999 0.996196 0.001000
0.001036 0.983443 0.001000
0.000950 1.061194 0.001000
0.001009 1.033284 0.001000
0.001099 1.005049 0.001000
0.000925 1.027139 0.001000
0.000931 1.030821 0.001000
0.000949 1.049108 0.001000
0.001125 1.126448 0.001000
0.000864 0.998038 0.001000
0.000902 1.066617 0.001000
0.000934 1.065486 0.001000
0.000951 0.993326 0.001000
0.001076 1.194057 0.001000
0.001129 1.039838 0.001000
0.000851 1.098487 0.001000
0.000860 1.010515 0.001000
0.000838 1.005194 0.001000
0.000898 1.023601 0.001000
0.000842 1.038778 0.001000
0.000990 1.148047 0.001000
0.000914 1.114789 0.001000
0.001140 1.018982 0.001000
0.001072 1.061711 0.001000
0.000996 0.957014 0.001000
0.000859 1.072529 0.001000
0.001010 1.069107 0.001000
0.001055 1.096996 0.001000
0.001036 0.951922 0.001000
0.000973 0.951514 0.001000
0.000870 1.017721 0.001000
0.001106 1.000310 0.001000
0.000916 1.062913 0.001000
0.001003 1.018287 0.001000
0.001101 1.062289 0.001000
0.001003 0.968680 0.001000
0.000934 1.026718 0.001000
0.001121 1.087702 0.001000
0.000852 1.022534 0.001000
0.001077 1.076236 0.001000
0.001134 1.070761 0.001000
0.000988 1.047525 0.001000
0.000990 1.025675 0.001000
0.000885 1.037960 0.001000
0.001154 1.102600 0.001000
0.001125 1.004809 0.001000
0.000996 1.104790 0.001000
0.000969 1.002189 0.001000
0.000876 1.121352 0.001000
0.001142 1.024148 0.001000
0.000835 1.054068 0.001000
0.000895 0.995806 0.001000
0.000941 1.015820 0.001000
0.000850 0.980043 0.001000
0.000882 1.037648 0.001000
0.001076 0.983271 0.001000
0.000994 1.099937 0.001000
0.000946 0.988646 0.001000
0.000912 1.015660 0.001000
0.000984 1.048281 0.001000
0.000895 1.023813 0.001000
0.000941 1.142788 0.001000
0.000921 1.002353 0.001000
0.001110 0.964644 0.001000
0.001065 1.007089 0.001000
0.000945 1.037969 0.001000
0.001027 1.069755 0.001000
0.000929 1.036110 0.001000
0.000921 1.092597 0.001000
0.000920 1.056042 0.001000
0.001059 1.008331 0.001000
0.001007 1.043089 0.001000
0.000859 1.023489 0.001000
0.000852 1.029310 0.001000
0.000920 1.032466 0.001000
0.000980 0.976080 0.001000
0.000928 1.071677 0.001000
0.001060 1.187225 0.001000
0.001150 1.039101 0.001000
0.001091 1.001825 0.001000
0.001045 0.974088 0.001000
0.001085 1.045776 0.001000
0.001332 0.994161 0.001000
0.001279 1.027423 0.001000
0.001341 1.012776 0.001000
0.001214 1.062543 0.001000
0.001285 0.995037 0.001000
0.001166 1.059980 0.001000
0.001180 1.022026 0.001000
0.001090 1.069044 0.001000
0.001199 1.063842 0.001000
0.001131 1.120229 0.001000
0.001221 1.143708 0.001000
0.001134 1.084117 0.001000
0.001360 0.988955 0.001000
0.001330 1.030987 0.001000
0.001116 1.031848 0.001000
0.001357 1.085065 0.001000
0.001159 0.985924 0.001000
0.001119 1.000148 0.001000
0.001304 0.991425 0.001000
0.001402 0.977883 0.001000
0.001355 1.060458 0.001000
0.001291 1.031941 0.001000
0.001193 1.004694 0.001000
0.001176 1.028413 0.001000
0.001228 1.024942 0.001000
0.001200 1.044465 0.001000
0.001376 1.123000 0.001000
0.001085 0.999883 0.001000
0.001315 1.058855 0.001000
0.001196 1.066271 0.001000
0.001185 0.993189 0.001000
0.001299 1.189805 0.001000
0.001390 1.037402 0.001000
0.001381 1.100158 0.001000
0.001416 1.009757 0.001000
0.001108 1.007921 0.001000
0.001127 1.025354 0.001000
0.001411 1.039504 0.001000
0.001113 1.148646 0.001000
0.001312 1.114286 0.001000
0.001393 1.016966 0.001000
0.001131 1.061657 0.001000
0.001378 0.951176 0.001000
0.001090 1.075373 0.001000
0.001198 1.065788 0.001000
0.001163 1.096375 0.001000
0.001412 0.946401 0.001000
0.001366 0.949703 0.001000
0.001348 1.018074 0.001000
0.001383 0.998109 0.001000
0.001343 1.062401 0.001000
0.001362 1.017022 0.001000
0.001190 1.062093 0.001000
0.001331 0.963824 0.001000
0.001305 1.020069 0.001000
0.001180 1.086712 0.001000
0.001196 1.023462 0.001000
0.001386 1.071977 0.001000
0.001094 1.070789 0.001000
0.001315 1.042076 0.001000
0.001153 1.025310 0.001000
0.001358 1.029574 0.001000
0.001156 1.102591 0.001000
0.001117 1.004807 0.001000
0.001290 1.100030 0.001000
0.001118 0.999360 0.001000
0.001350 1.120572 0.001000
0.001384 1.021722 0.001000
0.001188 1.046855 0.001000
0.001177 0.998739 0.001000
0.001086 1.016447 0.001000
0.001249 0.981095 0.001000
0.001413 1.038986 0.001000
0.001329 0.979618 0.001000
0.001187 1.099294 0.001000
0.001283 0.989237 0.001000
0.001344 1.016086 0.001000
0.001121 1.048210 0.001000
0.001276 1.016399 0.001000
0.001373 1.135844 0.001000
0.001313 1.001336 0.001000
0.001164 0.964405 0.001000
0.001198 1.006338 0.001000
0.001265 1.037297 0.001000
0.001106 1.069821 0.001000
0.001220 1.036361 0.001000
0.001163 1.087663 0.001000
0.001246 1.056023 0.001000
0.001352 1.006844 0.001000
0.001209 1.042930 0.001000
0.001256 1.026361 0.001000
0.001115 1.023696 0.001000
0.001386 1.030581 0.001000
0.001153 0.976299 0.001000
0.001211 1.067090 0.001000
0.001303 1.183651 0.001000
0.001336 1.037955 0.001000
0.001141 1.001737 0.001000
0.001256 0.972932 0.001000
0.001415 1.043462 0.001000
0.001569 0.991225 0.001000
0.001360 1.026535 0.001000
0.001348 1.012707 0.001000
0.001497 1.059533 0.001000
0.001482 0.993187 0.001000
0.001496 1.056884 0.001000
0.001389 1.019858 0.001000
0.001454 1.066573 0.001000
0.001627 1.058960 0.001000
0.001581 1.115410 0.001000
0.001472 1.140798 0.001000
0.001636 1.078368 0.001000
0.001365 0.988902 0.001000
0.001394 1.030274 0.001000
0.001649 1.026932 0.001000
0.001367 1.084953 0.001000
0.001463 0.983547 0.001000
0.001430 0.995875 0.001000
0.001358 0.990831 0.001000
0.001398 0.977920 0.001000
0.001472 1.059162 0.001000
0.001431 1.030380 0.001000
0.001567 1.000925 0.001000
0.001413 1.026687 0.001000
0.001653 1.020202 0.001000
0.001435 1.041694 0.001000
0.001385 1.122905 0.001000
0.001519 0.996368 0.001000
0.001597 1.056018 0.001000
0.001481 1.063638 0.001000
0.001665 0.987883 0.001000
0.001479 1.187379 0.001000
0.001435 1.036854 0.001000
0.001416 1.099795 0.001000
0.001654 1.006801 0.001000
0.001408 1.005857 0.001000
0.001465 1.022899 0.001000
0.001408 1.039529 0.001000
0.001423 1.146481 0.001000
0.001473 1.112354 0.001000
0.001666 1.013626 0.001000
0.001637 1.056663 0.001000
0.001517 0.949830 0.001000
0.001532 1.072075 0.001000
0.001360 1.063724 0.001000
0.001526 1.091898 0.001000
0.001633 0.944438 0.001000
0.001488 0.948344 0.001000
0.001466 1.016799 0.001000
0.001368 0.998278 0.001000
0.001551 1.059948 0.001000
0.001664 1.013525 0.001000
0.001559 1.058594 0.001000
0.001476 0.962454 0.001000
0.001552 1.017490 0.001000
0.001530 1.082665 0.001000
0.001582 1.019085 0.001000
0.001547 1.070625 0.001000
0.001501 1.067717 0.001000
0.001646 1.039089 0.001000
0.001535 1.021139 0.001000
0.001546 1.027779 0.001000
0.001568 1.098437 0.001000
0.001620 1.000921 0.001000
0.001460 1.098334 0.001000
0.001571 0.994238 0.001000
0.001508 1.118494 0.001000
0.001454 1.020831 0.001000
0.001478 1.043638 0.001000
0.001563 0.996203 0.001000
0.001409 1.014113 0.001000
0.001660 0.976519 0.001000
0.001659 1.036276 0.001000
0.001430 0.978569 0.001000
0.001446 1.096334 0.001000
0.001665 0.985439 0.001000
0.001596 1.013389 0.001000
0.001598 1.043043 0.001000
0.001544 1.013339 0.001000
0.001604 1.134092 0.001000
0.001483 0.999399 0.001000
0.001610 0.959850 0.001000
0.001376 1.004502 0.001000
0.001504 1.034574 0.001000
0.001572 1.065453 0.001000
0.001416 1.034496 0.001000
0.001511 1.083494 0.001000
0.001461 1.053721 0.001000
0.001601 1.004032 0.001000
0.001557 1.039415 0.001000
0.001661 1.022402 0.001000
0.001646 1.018064 0.001000
0.001525 1.028842 0.001000
0.001360 0.974828 0.001000
0.001471 1.064854 0.001000
0.001394 1.182757 0.001000
0.001665 1.034205 0.001000
0.001507 0.998619 0.001000
0.001628 0.968612 0.001000
0.001549 1.041845 0.001000
